FT_TURNO;TU_SEMI_TURNO;N_FECHA_SMTU;CUBA;POTSTATE;AGEBSQ;POTAGE;ALF3;ALF3C;ALF3D;AMALF3;AMBB;AMCAF2;AMCRY;AMNA2CO3;CAF2;CAF2D;CNMVTC;DICA;DOBS;DPFC;DPFP;DTEA;DTEAI;DTEAR;ECMP_MT;ECMR_MP;HB;HBC;HBD;HM;HMC;HMD;IACHBDE;IACHMDE;IACKADE;IACRCDE;IACTADE;IASSDE;IMM;KALIM;LIF;LIFD;MAN;MBLAJOU;MBLC;MBLCOUL;MCDAAP;MCDALF3;MCDASP;MCDBB;MMCEX;MMCNO;MMCT;MMTHE;MPESON;MRDM;MTALF3;MTBB;NBTEAR;NCAL;NCFAIN;NCFOIN;NCHGA;NDAL2O3;NDALF3;NDBB;NDEFEX;NDLIAI;NDPFC;NDPFP;NDTEAI;NDTEAR;NIANO;NINPR;NP2CDP;NPEV;NPFLO;NPIPC;NRECOV;NRTICA;NSSALLO;NTEA;NTEAIB;NTEAIE;NTEAII;NTEAIM;NTEAIR;PEV;RC;RKM;RPL;RPLCAT;RRM;RTH;RTICA;RUAV;RUCC;RUCD;RUCV;SEA;SOUSAL;SURCH;TB;TBC;TBD;TFAIN;TFE;TFED;TFOIN;TNA;TP;TSI;TSID;TXTAL;UMM;VERANOC;WRMI;BRDONE;HCDONE;HODONE;STUPD;DPEA;UPEA;RUAVD;V_RS;CNREG;V_PPL;CUPEA;V_PPT;NCUPEA;V_PPR;NP2SEX;NUMCAI;NUMBSQ;EVOLSTATE;EVOLAGE;IEVOL;QUINT;TEFAL;MNA2C;TFDCAI;ECTFDCAI;ECDIAN;MBLTHE;V_EMPASTAMIENTO;V_APARTAMIENTO;M_CUBA_MADRE;FH_CUBA_MADRE;V_PENDIENTE_FE;INDSHT;C_SERIE;V_AL_CALC;IPS;I_SMTURNO;N_FASECHGA;CODMBQ;SN_SAVOIE;V_ULT_P;V_ULT_NA;C_DETE_CATODO;K_TURNOS_DETE_CATODO;SN_REAR_CON_METAL;V_TFLUO;V_ULT_CU;K_COL_METAL_PUENTE;K_AGR_METAL_PUENTE;N_PUENTE_METAL;V_ACD;V_ULT_V;V_ULT_TI;V_ULT_GA;SMRWFC;MI_EA;ENERGIA_EA;MI_BLOCK_A1;MI_BLOCK_A2;MI_BLOCK_A3;MI_BLOCK_A4
13/4/2026 00:00;1;2026041311;7076;3;3848;3848;;12,1;11,8;;;;;;;5,3;8;;14398;;22;;;;;;;18;20;;21;21;1;1;1;1;1;1;223982,7256;100;;;0;;;;;;;;;;;2300;;10,2;;;;;4;0;0;469;4;0;0;0;0;1;0;0;0;0;2;2;0;0;0;;0;0;0;0;0;0;0;154,5;0;12,053;0,25;;12,1552;-0,06;;;0,17;1,54;;0;16,4179;10;;957;961;45,5897;;2182;39,3388;;;;387;0;4,373;;103;0;;0;1;;;;11,37;8;161;0;117;0;94;0;320;2;;;0;60;;;;;;300;0;0;N;13/4/2026 06:15;-700;;D;99,71;224000;59076;1;CBN8;N;14;94;1;16294;;1,46;4;;;;4,31;52;34;119;0,0577;0;0;0;0;0;0
13/4/2026 00:00;2;2026041312;7076;3;3848,1667;3848,1667;;12,1;11,8;;;;;;;5,3;34;;14400;;;;;;;;;18;20;;21;21;1;1;1;1;1;1;223982,2185;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;574;6;0;0;0;0;0;0;0;0;0;3;3;0;0;0;;0;0;0;0;0;0;0;174,6667;0;11,8228;0,25;;11,9068;-0,06;;;0,17;1,54;;0;21,2544;10;;957;961;0;2218;2218;0;74;17;407;407;0;4,3174;;87;0;;0;1;;;;11,37;12;161;0;117;0;94;1;320;2;;;0;60;;;;;;300;0;0;N;13/4/2026 10:15;299;;D;99,71;224000;59077;2;CBN8;N;17;74;1;16295;;1,46;4;;;;4,15;52;34;118;0;0;0;0;0;0;0
13/4/2026 00:00;3;2026041323;7076;3;3848,3333;3848,3333;;12,1;11,8;;;;;;;5,3;27;;14401;;;;;;0;0;;18;20;;21;21;1;1;1;1;1;1;223982,8923;100;;;0;;;;;;;;;2300;2300;2300;2300;10,2;;;;;2;0;0;540;5;0;0;0;0;0;0;0;0;0;3;3;0;0;0;;0;0;0;0;0;0;0;150,3333;0;11,6535;0,25;;11,7152;-0,06;;;0,17;1,54;;0;31,2963;10;;957;961;6,2496;2218;2218;0;64;16;404;404;0;4,2745;;92;0;;0;1;;;;11,37;10;161;0;117;0;94;1;320;2;;;0;60;;;;;;300;0;0;N;13/4/2026 14:15;0;;D;99,71;224000;59078;3;CBN8;N;16;64;1;16295;;1,46;4;2240;;7;4,02;53;34;119;0;0;0;0;0;0;0
13/4/2026 00:00;4;2026041324;7076;3;3848,5;3848,5;;12,1;11,8;;;;;;;5,3;32;;14398;;;;;;;;;18;20;;21;21;1;1;1;1;1;1;223982,1074;100;;;0,3681;;300;300;;;;;;;;;;10,2;160;;;;2;1;0;509;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;0;0;0;0;0;0;109;0;11,5032;0,25;;11,647;-0,06;;;0,17;1,54;;0;42,4361;10;;957;961;0;;2218;0;;;;404;0;4,2592;;92;0;;0;1;;;;11,37;19;161;0;117;0;94;1;320;2;;;0;60;;;;;;;0;0;N;13/4/2026 18:15;0;;D;99,71;224000;59079;4;CBN8;N;16;64;1;16296;;1,46;4;;;;3,97;53;34;119;0;0;0;0;0;0;0
13/4/2026 00:00;5;2026041335;7076;3;3848,6667;3848,6667;10,9;12,1;10,9;;;;;;5,6;5,6;12;;14402;;14;;;;;;17;18;17;22;21;22;1;1;1;1;1;1;223980,7569;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;467;5;0;0;0;0;1;0;0;0;0;2;2;0;0;0;;2;0;0;0;0;0;0;147,5;0;11,457;0,25;;11,5127;-0,083;;;0,17;1,54;;0;35,1178;10;963;957;963;0;;2218;0;;;;404;0;4,2291;;62;0;;0;1;;;;11,37;5;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;13/4/2026 22:15;0;;D;99,71;224000;59080;5;CBN8;N;16;64;;;;1,46;4;;;;3,9;53;34;119;0;0;0;0;0;0;0
13/4/2026 00:00;6;2026041336;7076;3;3848,8333;3848,8333;;12,1;10,9;;;;;;;5,6;8;;14399;;15;;;;;;;18;17;;21;22;1;1;1;1;1;1;223980,6848;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;480;6;0;0;0;0;1;0;0;0;0;3;3;0;0;1;;0;0;0;0;0;0;0;116;0;11,45;0,25;;11,5182;-0,09;;;0,17;1,54;;0;27,5;10;;957;963;0;2179;2179;0;50;18;407;407;0;4,2303;0,1;57;0;;0;0;;;;11,37;3;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;14/4/2026 02:15;-80;;D;99,72;224000;59081;6;CBN8;N;18;50;1;16297;;1,46;4;;;;3,9;49;33;116;0;0;0;0;0;0;0
14/4/2026 00:00;1;2026041411;7076;3;3849;3849;;12,1;10,9;;;;;;;5,6;23;;14400;;;;;;;;;18;17;;21;22;1;1;1;1;1;1;223980,2237;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;529;5;0;0;0;0;0;0;0;0;0;3;3;0;0;0;;0;0;0;0;0;0;0;176,6667;0;11,5744;0,25;;11,5952;-0,09;;;0,17;1,54;;0;19,2817;10;;957;963;0;2180;2180;0;72;19;399;399;0;4,2476;;61;0;;0;1;;;;11,37;9;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;14/4/2026 06:15;5;;D;99,71;224000;59082;7;CBN8;N;19;72;1;16297;;1,46;4;;;;3,99;51;34;116;0;0;0;0;0;0;0
14/4/2026 00:00;2;2026041412;7076;3;3849,1667;3849,1667;;12,1;10,9;;;;;;;5,6;4;;14399;;18;;;;;;;18;17;;21;22;1;1;1;1;1;1;223981,3099;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;1;460;4;0;0;0;0;2;0;0;0;0;1;1;0;0;0;;0;0;0;0;0;0;0;104;0;12,0717;0,25;;12,1572;-0,09;;;0,17;1,54;;0;18,2609;10;;957;963;0;2084;2084;0;50;18;388;388;0;4,3735;;60;0;;0;1;;;;11,37;4;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;14/4/2026 10:15;-943;;D;99,72;224000;59083;0;CBN8;N;18;50;1;16298;;1,4;4;;;;4,36;51;34;114;0;0;0;0;0;0;0
14/4/2026 00:00;3;2026041423;7076;3;3849,3333;3849,3333;;12,1;10,9;;;;;;;5,6;3;;14399;;;;;;;;;18;17;;21;22;1;1;1;1;1;1;223984,5026;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;496;6;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;122;0;11,8983;0,25;;11,9584;-0,09;;;0,17;1,54;;0;33,0645;10;;957;963;0;2037;2037;0;62;19;385;385;0;4,329;;59;0;;0;1;;;;11,37;3;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;14/4/2026 14:15;-253;;D;99,73;224000;59084;1;CBN8;N;19;62;1;16298;;1,4;4;;;;4,23;50;35;115;0;0;0;0;0;0;0
14/4/2026 00:00;4;2026041424;7076;3;3849,5;3849,5;;12,1;10,9;;;;;;;5,6;25;;14400;;;;;;;;;18;17;;21;22;1;1;1;1;1;1;223983,7802;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;503;7;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;168,5;0;11,7309;0,25;;11,7519;-0,09;;;0,17;1,54;;0;31,0139;10;;957;963;0;;2037;0;;;;385;0;4,2827;;63;0;;0;1;;;;11,37;7;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;14/4/2026 18:15;-253;;D;99,73;224000;59085;2;CBN8;N;19;62;1;16299;;1,4;4;;;;4,09;50;35;115;0;0;0;0;0;0;0
14/4/2026 00:00;5;2026041435;7076;3;3849,6667;3849,6667;;12,1;10,9;;;;;;;5,6;7;;14400;;;;;;-80;0;;18;17;;21;22;1;1;1;1;1;1;223983,2731;100;;;0;;;;;;;;;2220;2220;2300;2220;10,2;;;;;0;0;0;554;7;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;169,5;0;11,5669;0,25;;11,6533;-0,09;;;0,17;1,54;;0;27,0758;10;;957;963;0;1966;1966;0;42;18;383;383;0;4,2606;;63;0;;0;1;;;;11,37;3;161;0;117;0;94;1;320;2;;;0;60;;;;;;;0;1;N;14/4/2026 22:15;-202;;D;99,75;224000;59086;3;CBN8;N;18;42;;;;1,4;4;2220;;7;4,02;49;35;113;0;0;0;0;0;0;0
14/4/2026 00:00;6;2026041436;7076;3;3849,8333;3849,8333;;12,1;10,9;;;;;;;5,6;20;;14400;41;;;;;;;;18;17;;21;22;1;1;1;1;1;1;223982,8113;100;;;0;;;;;;;;;;;;;10,2;;;;;0;0;0;431;5;0;0;0;1;0;0;0;0;0;1;1;1;0;0;;0;0;0;0;0;0;0;108;0;11,4534;0,25;;11,5071;-0,09;;;0,17;1,54;;0;25,9861;10;;957;963;0;;1966;0;;;;383;0;4,2279;;58;0;;0;0;;;;11,37;8;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;15/4/2026 02:15;-202;;D;99,75;224000;59087;4;CBN8;N;18;42;1;16300;;1,4;4;;;;3,93;49;35;113;0;0;0;0;0;0;0
15/4/2026 00:00;1;2026041511;7076;3;3850;3850;;12,1;10,9;;;;;;;5,6;11;;14400;;;;;;;;17;18;17;21;21;21;1;1;1;1;1;1;223985,3362;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;509;7;0;1;0;0;0;0;0;0;0;5;5;0;0;0;;0;0;0;0;0;0;0;171;0;11,362;0,25;;11,4176;-0,178;;;0,17;1,54;;0;28,6837;10;976;957;976;0;1896;1896;0;54;17;374;374;0;4,2078;;61;0;;0;1;;;;11,37;4;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;15/4/2026 06:15;-218;;D;99,75;224000;59088;5;CBN8;N;17;54;1;16300;;1,4;4;;;;3,94;49;36;111;0;0;0;0;0;0;0
15/4/2026 00:00;2;2026041512;7076;3;3850,1667;3850,1667;;12,1;10,9;;;;;;;5,6;10;;14400;;;;;;;;;18;17;;21;21;1;1;1;1;1;1;223986,4694;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;524;8;0;1;0;0;0;0;0;0;0;3;3;0;0;1;;0;0;0;0;0;0;0;200,6667;0;11,3;0,25;;11,3478;-0,24;;;0,17;1,54;;0;18,5115;10;;957;976;0;1940;1940;0;66;20;380;380;0;4,1922;;59;0;;0;1;;;;11,37;5;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;15/4/2026 10:15;427;;D;99,75;224000;59089;6;CBN8;N;20;66;1;16301;;1,4;4;;;;3,89;48;36;111;0;0;0;0;0;0;0
15/4/2026 00:00;3;2026041523;7076;3;3850,3333;3850,3333;;12,1;10,9;;;;;;;5,6;12;;14398;;25;;;;;;;18;17;;21;21;1;1;1;1;1;1;223984,2178;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;1;476;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;11,8004;0,25;;11,8507;-0,24;;;0,17;1,54;;0;13,0252;10;;957;976;0;2004;2004;0;50;19;393;393;0;4,3048;;102;0;;0;1;;;;11,37;10;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;15/4/2026 14:15;10262;;D;99,74;224000;59090;0;CBN8;N;19;50;1;16301;;1,4;4;;;;4,23;49;36;113;0;0;0;0;0;0;0
15/4/2026 00:00;4;2026041524;7076;3;3850,5;3850,5;;12,1;10,9;;;;;;;5,6;0;;14401;;11;;;;;;;18;17;;21;21;1;1;1;1;1;1;223982,7917;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;473;6;0;0;0;0;1;0;0;0;0;2;2;0;0;0;;1;0;0;0;0;0;0;120,5;0;11,8215;0,25;;11,883;-0,24;;;0,17;1,54;;0;34,6723;10;;957;976;0;1988;1988;0;61;13;394;394;0;4,3121;;59;0;;0;1;;;;11,37;0;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;15/4/2026 18:15;-162;;D;99,74;224000;59091;1;CBN8;N;13;61;1;16302;;1,4;4;;;;4,25;48;37;111;0;0;0;0;0;0;0
15/4/2026 00:00;5;2026041535;7076;3;3850,6667;3850,6667;;12,1;10,9;;;;;;;5,6;1;;14399;;9;;;;;;;18;17;;21;21;1;1;1;1;1;1;223981,1475;100;;;2,5625;;;;;;;;;;;2300;;10,2;;;;;0;0;0;497;9;0;0;0;0;1;0;0;0;0;2;2;0;0;0;;0;0;0;0;0;0;0;142;0;11,6481;0,25;;11,7322;-0,24;;;0,17;1,54;;0;26,9618;10;;957;976;0;1875;1875;0;56;16;389;389;0;4,2783;;58;1;;0;1;;;;11,37;1;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;15/4/2026 22:15;-430;;D;99,75;224000;59092;2;CBN8;N;16;56;;;;1,4;4;;;;4,15;48;36;109;0;0;0;0;0;0;0
15/4/2026 00:00;6;2026041536;7076;3;3850,8333;3850,8333;;12,1;10,9;;;;;;;5,6;13;;14399;;;;;;;;;18;17;;21;21;1;1;1;1;1;1;223982,355;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;518;8;0;0;0;0;0;0;0;0;0;5;5;0;0;0;;0;0;0;0;0;0;0;210,2;0;11,4753;0,25;;11,5729;-0,24;;;0,17;1,54;;0;25,8687;10;;957;976;0;;1875;0;;;;389;0;4,2426;;58;0;;0;0;;;;11,37;4;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;16/4/2026 02:15;-430;;D;99,75;224000;59093;3;CBN8;N;16;56;1;16303;;1,4;4;;;;4,04;48;36;109;0;0;0;0;0;0;0
16/4/2026 00:00;1;2026041611;7076;3;3851;3851;;12,1;10,9;;;;;;;5,6;2;;14401;;;;;;-100;0;;18;17;;21;21;1;1;1;1;1;1;223983,7188;100;;;0;;;;;;;;;2200;2214;2300;2200;10,2;;;;;0;0;0;512;8;0;0;0;0;0;0;0;0;0;3;1;0;0;0;;0;0;0;0;0;0;0;280;0;11,3237;0,25;;11,427;-0,24;;;0,17;1,54;;0;24,0234;10;;957;976;0;2006;2006;0;42;17;409;409;0;4,2099;;58;0;;0;1;;;;11,37;1;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;16/4/2026 06:15;372;;D;99,74;224000;59094;4;CBN8;N;17;42;1;16303;;1,4;4;2180;;7;3,94;51;37;115;0;0;0;0;0;0;0
16/4/2026 00:00;2;2026041612;7076;3;3851,1667;3851,1667;;12,1;10,9;;;;;;;5,6;4;;14399;13;;;;;;;;18;17;;21;21;1;1;1;1;1;1;223984,4668;100;;;0;;;;;;;;;;;;;10,2;;;;;0;0;0;504;8;0;0;0;1;0;0;0;0;0;4;4;0;1;0;;0;0;0;0;0;0;0;178,75;0;11,3;0,25;;11,3854;-0,24;;;0,17;1,54;;0;23,6111;10;;957;976;0;1970;1970;0;70;16;399;399;0;4,2006;;61;0;;0;1;;;;11,37;2;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;16/4/2026 10:15;-273;;D;99,74;224000;59095;5;CBN8;N;16;70;1;16304;;1,4;4;;;;3,91;46;36;107;0;0;0;0;0;0;0
16/4/2026 00:00;3;2026041623;7076;3;3851,3333;3851,3333;9,7;12,1;9,7;;;;;;5,6;5,6;14;;14400;;;;;;;;16;18;16;22;21;22;1;1;1;1;1;1;223986,5588;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;592;7;0;0;0;0;0;0;0;0;0;4;2;0;0;0;;0;0;0;0;0;0;0;201;0;11,3909;0,25;;11,4509;-0,1491;;;0,17;1,54;;0;16,3851;10;963;957;963;0;1880;1880;0;79;16;393;393;0;4,2153;;68;0;;0;1;;;;11,37;6;161;0;117;0;94;1;320;2;;;0;60;;;;;;;0;0;N;16/4/2026 14:15;-612;;D;99,75;224000;59096;6;CBN8;N;16;79;1;16304;;1,4;4;;;;3,89;47;37;107;0;0;0;0;0;0;0
16/4/2026 00:00;4;2026041624;7076;3;3851,5;3851,5;;12,1;9,7;;;;;;;5,6;13;;14401;;15;;;;;;;18;16;;21;22;1;1;1;1;1;1;223985,1944;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;495;7;0;0;0;0;1;0;0;0;0;2;2;0;0;1;;0;0;0;0;0;0;0;259;0;11,49;0,25;;11,5364;-0,05;;;0,17;1,54;;0;22,4242;10;;957;963;0;;1880;0;;;;393;0;4,2344;1,7;57;0;;0;1;;;;11,37;6;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;16/4/2026 18:15;-612;;D;99,75;224000;59097;7;CBN8;N;16;79;1;16305;;1,4;4;;;;3,95;47;37;107;0;0;0;0;0;0;0
16/4/2026 00:00;5;2026041635;7076;3;3851,6667;3851,6667;;12,1;9,7;;;;;;;5,6;17;;14399;;;;;;;;;18;16;;21;22;1;1;1;1;1;1;223985,3223;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;547;8;0;0;0;0;0;0;0;0;0;3;3;0;1;0;;0;0;0;0;0;0;0;121;0;11,6389;0,25;;11,689;-0,05;;;0,17;1,54;;0;22,8519;5;;957;963;0;2142;2142;0;68;16;395;395;0;4,2686;;71;0;;0;1;;;;11,37;8;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;16/4/2026 22:15;765;;D;99,73;224000;59098;8;CBN8;N;16;68;;;;1,4;4;;;;4,1;49;36;111;0;0;0;0;0;0;0
16/4/2026 00:00;6;2026041636;7076;3;3851,8333;3851,8333;;12,1;9,7;;;;;;;5,6;4;;14400;;14,5;;;;;;;18;16;;21;22;1;1;1;1;1;1;223980,1917;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;1;464;6;0;0;0;0;2;0;0;0;0;1;1;0;0;0;;0;0;0;0;0;0;0;166;0;12,1064;0,25;;12,1774;-0,05;;;0,17;1,54;;0;27,1552;5;;957;963;0;1945;1945;0;63;18;412;412;0;4,378;;55;0;;0;0;;;;11,37;3;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;17/4/2026 02:15;-1275;;D;99,75;224000;59099;0;CBN8;N;18;63;1;16306;;1,4;4;;;;4,43;48;36;111;0;0;0;0;0;0;0
17/4/2026 00:00;1;2026041711;7076;3;3852;3852;;12,1;9,7;;;;;;;5,6;2;;14399;;;;;;;;;18;16;;21;22;1;1;1;1;1;1;223987,3793;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;507;8;0;0;0;0;0;0;0;0;0;4;4;0;1;0;;0;0;0;0;0;0;0;164,25;0;11,9347;0,25;;11,9976;-0,05;;;0,17;1,54;;0;29,783;5;;957;963;0;1750;1750;0;53;12;390;390;0;4,3378;;54;0;;0;1;;;;11,37;1;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;17/4/2026 06:15;-903;;D;99,76;224000;59100;1;CBN8;N;12;53;1;16306;;1,4;4;;;;4,31;47;36;106;0;0;0;0;0;0;0
17/4/2026 00:00;2;2026041712;7076;3;3852,1667;3852,1667;;12,1;9,7;;;;;;;5,6;18;;14400;;;;;;;;;18;16;;21;22;1;1;1;1;1;1;223985,6151;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;505;9;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;154;0;11,7654;0,25;;11,7999;-0,05;;;0,17;1,54;;0;29,901;5;;957;963;0;;1750;0;;;;390;0;4,2935;;60;0;;0;1;;;;11,37;5;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;17/4/2026 10:15;-903;;D;99,76;224000;59101;2;CBN8;N;12;53;1;16307;;1,4;4;;;;4,18;47;36;106;0;0;0;0;0;0;0
17/4/2026 00:00;3;2026041723;7076;3;3852,3333;3852,3333;;12,1;9,7;;;;;;;5,6;6;;14401;;;;;;0;0;;18;16;;21;22;1;1;1;1;1;1;223984,3092;100;;;0;;;;;;;;;2300;2300;2300;2300;10,2;;;;;0;0;0;508;9;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;181,5;0;11,5978;0,25;;11,6534;-0,05;;;0,17;1,54;;0;29,5276;5;;957;963;0;1865;1865;0;57;17;406;406;0;4,2606;;56;0;;0;1;;;;11,37;3;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;17/4/2026 14:15;400;;D;99,74;224000;59102;3;CBN8;N;17;57;1;16307;;1,4;4;2300;;7;4,08;50;37;116;0;0;0;0;0;0;0
17/4/2026 00:00;4;2026041724;7076;3;3852,5;3852,5;;12,1;9,7;;;;;;;5,6;3;;14399;15;;;;;;;;18;16;;21;22;1;1;1;1;1;1;223983,4618;100;;;0;;;;;;;;;;;;;10,2;;;;;0;0;0;502;9;0;0;0;1;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;136,75;0;11,4915;0,25;;11,5288;-0,05;;;0,17;1,54;;0;22,1116;5;;957;963;0;1870;1870;0;59;16;412;412;0;4,2327;;53;0;;0;1;;;;11,37;2;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;17/4/2026 18:15;38;;D;99,74;224000;59103;4;CBN8;N;16;59;1;16308;;1,4;4;;;;4;50;36;117;0;0;0;0;0;0;0
17/4/2026 00:00;5;2026041735;7076;3;3852,6667;3852,6667;;12,1;9,7;;;;;;;5,6;10;;14399;;;;;;;;18;18;18;21;21;21;1;1;1;1;1;1;223983,2673;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;517;9;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;161,25;0;11,386;0,25;;11,4526;-0,1483;;;0,1643;1,77;1,77;0;26,3056;5;970;957;970;0;;1870;0;;;;412;0;4,2157;;53;0;;0;1;;;;11,37;4;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;1;N;17/4/2026 22:15;38;;D;99,74;224000;59104;5;CBN8;N;16;59;;;;1,4;4;;;;3,83;50;36;117;0;0;0;0;0;0;0
17/4/2026 00:00;6;2026041736;7076;3;3852,8333;3852,8333;;12,1;9,7;;;;;;;5,6;0;;14399;;12;;;;;;;18;18;;21;21;1;1;1;1;1;1;223978,3635;100;;;0;;;;;;;;;;;2300;;10,2;;;;;1;0;0;514;9;0;0;0;0;1;0;0;0;0;2;2;0;0;1;;0;0;0;0;0;0;0;145;0;11,32;0,25;;11,4159;-0,19;;;0,14;1,77;;0;21,4008;5;;957;970;0;1852;1852;0;58;19;413;413;0;4,2074;1,4;58;0;;0;0;;;;11,37;0;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;18/4/2026 02:15;-62;;D;99,75;224000;59105;6;CBN8;N;19;58;1;16309;;1,4;4;;;;3,8;49;36;115;0;0;0;0;0;0;0
18/4/2026 00:00;1;2026041811;7076;3;3853;3853;;12,1;9,7;;;;;;;5,6;20;;14400;;52;;;;;;;18;18;;21;21;1;1;1;1;1;1;223983,8925;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;1;444;6;0;0;0;0;1;0;0;0;0;1;1;0;0;0;;0;0;0;0;0;0;0;211;0;11,844;0,25;;11,8521;-0,19;;;0,14;1,77;;0;17,5676;5;;957;970;0;1684;1684;0;40;17;395;395;0;4,3051;;110;0;;0;1;;;;11,37;9;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;18/4/2026 06:15;-642;;D;99,78;224000;59106;0;CBN8;N;17;40;1;16309;;1,4;4;;;;4,1;48;36;112;0;0;0;0;0;0;0
18/4/2026 00:00;2;2026041812;7076;3;3853,1667;3853,1667;;12,1;9,7;;;;;;;5,6;2;;14401;;8;;;;;;;18;18;;21;21;1;1;1;1;1;1;223987,026;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;487;8;0;0;0;0;1;0;0;0;0;3;3;0;1;0;;0;0;0;0;0;0;0;130;0;11,8396;0,25;;11,9301;-0,19;;;0,14;1,77;;0;32,2382;5;;957;970;0;;1684;0;;;;395;0;4,3226;;65;0;;0;1;;;;11,37;1;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;18/4/2026 10:15;-642;;D;99,78;224000;59107;1;CBN8;N;17;40;1;16310;;1,4;4;;;;4,15;48;36;112;0;0;0;0;0;0;0
18/4/2026 00:00;3;2026041823;7076;3;3853,3333;3853,3333;;12,1;9,7;;;;;;;5,6;9;;14399;;;;;;;;;18;18;;21;21;1;1;1;1;1;1;223984,7864;100;;;0;;;;;;;;;;;2300;;10,2;;;;;0;0;0;534;9;0;0;0;0;0;0;0;0;0;4;4;0;0;0;;0;0;0;0;0;0;0;174;0;11,67;0,25;;11,727;-0,19;;;0,14;1,77;;0;21,3483;5;;957;970;0;1790;1790;0;58;15;408;408;0;4,2771;;60;0;;0;1;;;;11,37;2;161;0;117;0;94;0;320;2;;;0;60;;;;;;;0;0;N;18/4/2026 14:15;324;;D;99,76;224000;59108;2;CBN8;N;15;58;1;16310;;1,4;4;;;;4,01;47;36;109;0;0;0;0;0;0;0
